"RANDOM STATE"
"0 0 -1727483681 488 0.0 false -567858581 -1936003440 -1084177921 -549419730 -816648242 738585415 -429402386 -804028696 1883936748 -1589286553 -1087403727 -1970391790 1787644734 -362150223 1966003930 -841912918 -1145986715 245065292 1223226064 -1749072342 1660063566 1250777771 -898967327 -1315329010 520611748 1733544011 1570383891 1878212473 -1011492999 1050209109 -382922095 -2047403089 1484743288 493154681 -1411190044 -1181383597 -1442485090 -82082041 585264110 517881267 798350535 -1297251341 1277650307 -595807693 -528077643 1753557721 -672396645 -1132061653 682650130 425986424 348294029 -1594669892 -1889124338 1285823445 1951958500 1284417772 -1461250501 144759039 1733240678 -2077122402 -375054711 757397841 -932324822 -1278698777 -522574597 -690104507 1788529098 594794198 1012317352 -1993758372 -1336608381 282014239 -541211941 -657761000 1140789772 -1986985157 473425763 1392899769 -1803767608 1359470735 1270173222 -963072468 -1090346308 636755482 -234325187 -1653406026 -678505936 1276349420 124959781 1988276877 -1051684143 -1233913952 709609846 998628460 1074629239 458572594 1061176928 1647838011 -461039538 -693015217 508646431 -1991806812 1138545694 -1790569573 1233277818 147044399 753892172 -975975855 53006127 1042681729 914247775 -1556316236 1456147369 -642358625 -432501141 -1996224266 -447352347 638466191 1291544626 257882992 -1919972163 371159921 1088299486 -234493679 1587895148 1745553285 410080454 521873590 -1812407943 637802217 -347799944 -2119640063 206895345 1141094207 794691597 -974031389 -761402353 1528688180 -1635537728 608716410 1522147827 1401412647 263181590 -2048017739 1789554838 2087013748 -1141000237 1371047201 -1516535340 -582181722 2051370156 -657223052 -637109592 -1154461113 -1813422593 2066238634 -1476381657 492134069 -360483955 -518377076 -22280046 585925593 331070466 -1948780020 -1119824820 -1581800036 1875819797 1789960965 -2024938999 1048297859 1994677298 -1927462241 -958214118 1770296488 799991128 76607322 193501656 229368514 1184688875 771521700 -1986587200 1940706362 1803454902 551752403 -721186216 61079235 889156995 -965249458 -1185517201 -973461210 1626834868 1631673193 -1144693465 -2046501904 617765647 -1673888062 -180733720 634205354 817105777 -790076582 26702967 1970741526 -1697115292 -1202695147 1444956198 -2084841096 850409828 46413503 -303097456 -1319915374 -1990674314 -1565761232 -1116235260 1088744195 -753573369 1845156160 -1683746333 -1265483289 -1409880051 2009027750 -447127078 -1847015576 1382112541 -1171202632 934635078 214341297 1559074772 -240501731 -943107842 -903906234 1663889723 -188555399 515688179 -1017005661 -518850944 678658795 -865056162 1233590738 1699758925 -1481390376 -584480099 -1358832261 1992525773 764299702 -350825675 1249434977 -1313548162 1643160391 -670889729 277251568 -1660690202 1563028779 27108842 -1970758092 -258777597 1048180569 -873961405 71225254 406369638 -669853354 -1741492538 -382733780 -228842056 -584735125 -665278156 -1522893402 -2144348285 1297423295 -1962509958 -1164202782 -1195853922 2043008150 62084612 -1829807240 1641757586 -209304372 -682700759 -1375434700 -19226104 1484405197 -563024248 1784145623 -1998041692 681593200 837616386 -1385251734 -438830545 2143902699 492488836 599880142 406427696 -655467423 -1065297828 1113990948 1989511044 1509116259 -212976232 2043252100 -854561476 -240029685 932935023 -666865859 300768843 156559301 -912587903 2005650784 485459881 -1991079678 1651580912 470789068 -26504945 1598395117 1063020055 -724170548 1274712609 235900671 152370936 -1886673687 1414856514 -1952612599 1693100432 465964860 -1804845271 731432054 -1782686315 -2034702621 398904394 -1575488483 -604519168 -1117560328 684730515 -1751140814 -868579428 1215570059 1905831125 1507033643 912506021 1229252743 -1585869938 1582255669 565927921 3993901 1956689490 -935707420 -591522404 1593746674 556162960 420106530 1373927851 -1259720116 -84640335 -304300937 822256437 -1896203356 -1240401210 1942251752 205512661 -1921317524 405684335 -1812905749 -1400526710 -1990541582 1601509804 -1550327445 -190292767 2071940845 1925761826 1067637516 -1070740020 -618608699 -442079135 1622442824 -1755464992 1506875091 827819954 -1831189003 -1854966080 -948670550 1246116717 1399199318 -327342845 66698327 -1490674844 -1094002977 2007860817 -637927060 1600325792 541469821 1353240176 -1576734343 1733878743 -2034596633 1005310845 -1504995268 1222004232 1127154604 311266907 111909523 345314697 -720355394 -1899199588 2027146740 -1414477710 -970380146 148666103 -240143693 396433436 1701006242 617689356 1630934134 -433971683 1640396239 2132801505 577244675 988061418 -807632959 -828330620 -236695040 -492785185 -1966080777 65300996 -1757966391 -539389730 1873286714 -714617199 -2089706903 -1542212070 1280148638 -1622053522 -239714475 1500088448 -1991014815 516759022 -1905578977 -271822962 300871004 633097333 960758880 1469390902 -1952462324 -1153659928 -1486658051 394559436 348156333 -515481393 -976707269 -1538841063 1112259596 -1681017942 -1270020254 -1867921559 1100849218 829059949 791824737 -1793273911 2116726905 723835568 62451249 -1774165901 -941418838 701211193 1307564969 1104870680 -620205660 -1250802372 725099961 -1097114142 -647999782 -1539112132 -798243483 1806731677 -1255377044 1379591156 1791356958 -1679901968 268340142 -153926000 865150407 1002124592 -399934799 -1066012260 -1441524766 -1621338208 1181738798 1726874471 -1694045799 1176702287 534943986 992223816 -738288934 -453854440 829056460 2024326570 631326818 1292154468 1997121407 -639872780 1282167692 -1694933410 -690180198 617755940 -1892330774 1543412132 767757061 -2060728708 806441090 952527102 2145244509 1873424108 409226802 534153859 1313358873 -719561832 13591393 1328469114 2097506192 -1842666525 580257865 1216421171 -1053502816 -2018530857 2125798249 2143647024 -1743625943 -1650846338 352304169 1172836251 -1295555394 -1075199349 -622783886 -1277209219 -570131071 1748307633 -192497199 -811476642 -190232538 1036201796 -1028513860 1563367692 -1086745032 -583937312 1667132243 -316899868 -204224714 -1810380215 -1856554220 560883772 -530483944 299093636 1326144228 -567641648 -1024796661 -1721019269 425000979 375440648 -1376453576 -816794408 -1185605737 893424397 1814306197 847819439 -1442399344 -2067317827 -419130605 676182503 -1799942409 685161943 -2078231811 -589427486 -1015853210 1567912824 -124200000 1997868620 5833311 1111869621 1860991992 -668171117 454950849 -1643474813 -2056015630 1048877666 382241502 1853356944 63843482 -454499445 -591797957 514605099 -1164660437 -1562513596 1960519690 -1975472874 -1306863759 -975987747 1751553411 -1710008266 -1770958797 -848186543 -230081297 -279139703 1973273444 1132730018 1590755119 -1466077144 1028616309 251377690 1917964176 -974157901 -1702350920 -1429038445 -1178158628 -1144637373 -828114541 -1293946882 780620677 -1541112547 -1839291567 128432160 -1083765241 104892679 -906048316 -1371888908 136006356 488543823 -459887695"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks"
"-16","16","-16","16","0","nobody","33","""NEITHER""","75"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","done?"
"0","105","0","0","-15","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"1","115","0","3","-2","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"2","125","0","-1","11","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"3","75","0","8","6","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"4","15","0","6","-11","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"5","85","0","12","5","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"6","35","0","-14","-11","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"7","15","0","7","-3","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"8","5","0","-11","-8","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"9","25","0","1","6","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"10","55","0","-15","-10","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"11","125","0","-3","11","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"12","75","0","11","-3","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"13","35","0","16","-6","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"14","135","0","10","-9","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"15","55","0","-4","12","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"16","105","0","-13","-8","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"17","25","0","-8","-16","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"18","75","0","13","15","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"19","115","0","9","0","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"20","135","0","-6","1","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"21","5","0","-5","-6","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"22","125","0","5","-11","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"23","25","0","2","-12","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"24","25","0","-12","-3","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"25","25","0","-2","14","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"26","55","0","15","3","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"27","85","0","-7","16","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"28","5","0","14","8","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"29","115","0","-9","-9","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"30","75","0","-10","15","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"31","95","0","4","-2","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"
"32","55","0","-16","-2","""default""","""""","9.9","{all-turtles}","false","1","1","""up""","0"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color"
"-3","7","0","""""","9.9"
"-2","7","0","""""","9.9"
"-1","7","0","""""","9.9"
"0","7","0","""""","9.9"
"1","7","0","""""","9.9"
"2","7","0","""""","9.9"
"3","7","0","""""","9.9"
"4","7","0","""""","9.9"
"5","7","0","""""","9.9"
"6","7","0","""""","9.9"
"7","7","0","""""","9.9"
"8","7","0","""""","9.9"
"9","7","0","""""","9.9"
"10","7","0","""""","9.9"
"11","7","0","""""","9.9"
"12","7","0","""""","9.9"
"13","7","0","""""","9.9"
"14","7","0","""""","9.9"
"15","7","0","""""","9.9"
"16","7","0","""""","9.9"
"-16","6","0","""""","9.9"
"-15","6","0","""""","9.9"
"-14","6","0","""""","9.9"
"-13","6","0","""""","9.9"
"-12","6","0","""""","9.9"
"-11","6","0","""""","9.9"
"-10","6","0","""""","9.9"
"-9","6","0","""""","9.9"
"-8","6","0","""""","9.9"
"-7","6","0","""""","9.9"
"-6","6","0","""""","9.9"
"-5","6","0","""""","9.9"
"-4","6","0","""""","9.9"
"-3","6","0","""""","9.9"
"-2","6","0","""""","9.9"
"-1","6","0","""""","9.9"
"0","6","0","""""","9.9"
"1","6","0","""""","9.9"
"2","6","0","""""","9.9"
"3","6","0","""""","9.9"
"4","6","0","""""","9.9"
"5","6","0","""""","9.9"
"6","6","0","""""","9.9"
"7","6","0","""""","9.9"
"8","6","0","""""","9.9"
"9","6","0","""""","9.9"
"10","6","0","""""","9.9"
"11","6","0","""""","9.9"
"12","6","0","""""","9.9"
"13","6","0","""""","9.9"
"14","6","0","""""","9.9"
"15","6","0","""""","9.9"
"16","6","0","""""","9.9"
"-16","5","0","""""","9.9"
"-15","5","0","""""","9.9"
"-14","5","0","""""","9.9"
"-13","5","0","""""","9.9"
"-12","5","0","""""","9.9"
"-11","5","0","""""","9.9"
"-10","5","0","""""","9.9"
"-9","5","0","""""","9.9"
"-8","5","0","""""","9.9"
"-7","5","0","""""","9.9"
"-6","5","0","""""","9.9"
"-5","5","0","""""","9.9"
"-4","5","0","""""","9.9"
"-3","5","0","""""","9.9"
"-2","5","0","""""","9.9"
"-1","5","0","""""","9.9"
"0","5","0","""""","9.9"
"1","5","0","""""","9.9"
"2","5","0","""""","9.9"
"3","5","0","""""","9.9"
"4","5","0","""""","9.9"
"5","5","0","""""","9.9"
"6","5","0","""""","9.9"
"7","5","0","""""","9.9"
"8","5","0","""""","9.9"
"9","5","0","""""","9.9"
"10","5","0","""""","9.9"
"11","5","0","""""","9.9"
"12","5","0","""""","9.9"
"13","5","0","""""","9.9"
"14","5","0","""""","9.9"
"15","5","0","""""","9.9"
"16","5","0","""""","9.9"
"-16","4","0","""""","9.9"
"-15","4","0","""""","9.9"
"-14","4","0","""""","9.9"
"-13","4","0","""""","9.9"
"-12","4","0","""""","9.9"
"-11","4","0","""""","9.9"
"-10","4","0","""""","9.9"
"-9","4","0","""""","9.9"
"-8","4","0","""""","9.9"
"-7","4","0","""""","9.9"
"-6","4","0","""""","9.9"
"-5","4","0","""""","9.9"
"-4","4","0","""""","9.9"
"-3","4","0","""""","9.9"
"-2","4","0","""""","9.9"
"-1","4","0","""""","9.9"
"0","4","0","""""","9.9"
"1","4","0","""""","9.9"
"2","4","0","""""","9.9"
"3","4","0","""""","9.9"
"4","4","0","""""","9.9"
"5","4","0","""""","9.9"
"6","4","0","""""","9.9"
"7","4","0","""""","9.9"
"8","4","0","""""","9.9"
"9","4","0","""""","9.9"
"10","4","0","""""","9.9"
"11","4","0","""""","9.9"
"12","4","0","""""","9.9"
"13","4","0","""""","9.9"
"14","4","0","""""","9.9"
"15","4","0","""""","9.9"
"16","4","0","""""","9.9"
"-16","3","0","""""","9.9"
"-15","3","0","""""","9.9"
"-14","3","0","""""","9.9"
"-13","3","0","""""","9.9"
"-12","3","0","""""","9.9"
"-11","3","0","""""","9.9"
"-10","3","0","""""","9.9"
"-9","3","0","""""","9.9"
"-8","3","0","""""","9.9"
"-7","3","0","""""","9.9"
"-6","3","0","""""","9.9"
"-5","3","0","""""","9.9"
"-4","3","0","""""","9.9"
"-3","3","0","""""","9.9"
"-2","3","0","""""","9.9"
"-1","3","0","""""","9.9"
"0","3","0","""""","9.9"
"1","3","0","""""","9.9"
"2","3","0","""""","9.9"
"3","3","0","""""","9.9"
"4","3","0","""""","9.9"
"5","3","0","""""","9.9"
"6","3","0","""""","9.9"
"7","3","0","""""","9.9"
"8","3","0","""""","9.9"
"9","3","0","""""","9.9"
"10","3","0","""""","9.9"
"11","3","0","""""","9.9"
"12","3","0","""""","9.9"
"13","3","0","""""","9.9"
"14","3","0","""""","9.9"
"15","3","0","""""","9.9"
"16","3","0","""""","9.9"
"-16","2","0","""""","9.9"
"-15","2","0","""""","9.9"
"-14","2","0","""""","9.9"
"-13","2","0","""""","9.9"
"-12","2","0","""""","9.9"
"-11","2","0","""""","9.9"
"-10","2","0","""""","9.9"
"-9","2","0","""""","9.9"
"-8","2","0","""""","9.9"
"-7","2","0","""""","9.9"
"-6","2","0","""""","9.9"
"-5","2","0","""""","9.9"
"-4","2","0","""""","9.9"
"-3","2","0","""""","9.9"
"-2","2","0","""""","9.9"
"-1","2","0","""""","9.9"
"0","2","0","""""","9.9"
"1","2","0","""""","9.9"
"2","2","0","""""","9.9"
"3","2","0","""""","9.9"
"4","2","0","""""","9.9"
"5","2","0","""""","9.9"
"6","2","0","""""","9.9"
"7","2","0","""""","9.9"
"8","2","0","""""","9.9"
"9","2","0","""""","9.9"
"10","2","0","""""","9.9"
"11","2","0","""""","9.9"
"12","2","0","""""","9.9"
"13","2","0","""""","9.9"
"14","2","0","""""","9.9"
"15","2","0","""""","9.9"
"16","2","0","""""","9.9"
"-16","1","0","""""","9.9"
"-15","1","0","""""","9.9"
"-14","1","0","""""","9.9"
"-13","1","0","""""","9.9"
"-12","1","0","""""","9.9"
"-11","1","0","""""","9.9"
"-10","1","0","""""","9.9"
"-9","1","0","""""","9.9"
"-8","1","0","""""","9.9"
"-7","1","0","""""","9.9"
"-6","1","0","""""","9.9"
"-5","1","0","""""","9.9"
"-4","1","0","""""","9.9"
"-3","1","0","""""","9.9"
"-2","1","0","""""","9.9"
"-1","1","0","""""","9.9"
"0","1","0","""""","9.9"
"1","1","0","""""","9.9"
"2","1","0","""""","9.9"
"3","1","0","""""","9.9"
"4","1","0","""""","9.9"
"5","1","0","""""","9.9"
"6","1","0","""""","9.9"
"7","1","0","""""","9.9"
"8","1","0","""""","9.9"
"9","1","0","""""","9.9"
"10","1","0","""""","9.9"
"11","1","0","""""","9.9"
"12","1","0","""""","9.9"
"13","1","0","""""","9.9"
"14","1","0","""""","9.9"
"15","1","0","""""","9.9"
"16","1","0","""""","9.9"
"-16","0","0","""""","9.9"
"-15","0","0","""""","9.9"
"-14","0","0","""""","9.9"
"-13","0","0","""""","9.9"
"-12","0","0","""""","9.9"
"-11","0","0","""""","9.9"
"-10","0","0","""""","9.9"
"-9","0","0","""""","9.9"
"-8","0","0","""""","9.9"
"-7","0","0","""""","9.9"
"-6","0","0","""""","9.9"
"-5","0","0","""""","9.9"
"-4","0","0","""""","9.9"
"-3","0","0","""""","9.9"
"-2","0","0","""""","9.9"
"-1","0","0","""""","9.9"
"0","0","0","""""","9.9"
"1","0","0","""""","9.9"
"2","0","0","""""","9.9"
"3","0","0","""""","9.9"
"4","0","0","""""","9.9"
"5","0","0","""""","9.9"
"6","0","0","""""","9.9"
"7","0","0","""""","9.9"
"8","0","0","""""","9.9"
"9","0","0","""""","9.9"
"10","0","0","""""","9.9"
"11","0","0","""""","9.9"
"12","0","0","""""","9.9"
"13","0","0","""""","9.9"
"14","0","0","""""","9.9"
"15","0","0","""""","9.9"
"16","0","0","""""","9.9"
"-16","-1","0","""""","9.9"
"-15","-1","0","""""","9.9"
"-14","-1","0","""""","9.9"
"-13","-1","0","""""","9.9"
"-12","-1","0","""""","9.9"
"-11","-1","0","""""","9.9"
"-10","-1","0","""""","9.9"
"-9","-1","0","""""","9.9"
"-8","-1","0","""""","9.9"
"-7","-1","0","""""","9.9"
"-6","-1","0","""""","9.9"
"-5","-1","0","""""","9.9"
"-4","-1","0","""""","9.9"
"-3","-1","0","""""","9.9"
"-2","-1","0","""""","9.9"
"-1","-1","0","""""","9.9"
"0","-1","0","""""","9.9"
"1","-1","0","""""","9.9"
"2","-1","0","""""","9.9"
"3","-1","0","""""","9.9"
"4","-1","0","""""","9.9"
"5","-1","0","""""","9.9"
"6","-1","0","""""","9.9"
"7","-1","0","""""","9.9"
"8","-1","0","""""","9.9"
"9","-1","0","""""","9.9"
"10","-1","0","""""","9.9"
"11","-1","0","""""","9.9"
"12","-1","0","""""","9.9"
"13","-1","0","""""","9.9"
"14","-1","0","""""","9.9"
"15","-1","0","""""","9.9"
"16","-1","0","""""","9.9"
"-16","-2","0","""""","9.9"
"-15","-2","0","""""","9.9"
"-14","-2","0","""""","9.9"
"-13","-2","0","""""","9.9"
"-12","-2","0","""""","9.9"
"-11","-2","0","""""","9.9"
"-10","-2","0","""""","9.9"
"-9","-2","0","""""","9.9"
"-8","-2","0","""""","9.9"
"-7","-2","0","""""","9.9"
"-6","-2","0","""""","9.9"
"-5","-2","0","""""","9.9"
"-4","-2","0","""""","9.9"
"-3","-2","0","""""","9.9"
"-2","-2","0","""""","9.9"
"-1","-2","0","""""","9.9"
"0","-2","0","""""","9.9"
"1","-2","0","""""","9.9"
"2","-2","0","""""","9.9"
"3","-2","0","""""","9.9"
"4","-2","0","""""","9.9"
"5","-2","0","""""","9.9"
"6","-2","0","""""","9.9"
"7","-2","0","""""","9.9"
"8","-2","0","""""","9.9"
"9","-2","0","""""","9.9"
"10","-2","0","""""","9.9"
"11","-2","0","""""","9.9"
"12","-2","0","""""","9.9"
"13","-2","0","""""","9.9"
"14","-2","0","""""","9.9"
"15","-2","0","""""","9.9"
"16","-2","0","""""","9.9"
"-16","-3","0","""""","9.9"
"-15","-3","0","""""","9.9"
"-14","-3","0","""""","9.9"
"-13","-3","0","""""","9.9"
"-12","-3","0","""""","9.9"
"-11","-3","0","""""","9.9"
"-10","-3","0","""""","9.9"
"-9","-3","0","""""","9.9"
"-8","-3","0","""""","9.9"
"-7","-3","0","""""","9.9"
"-6","-3","0","""""","9.9"
"-5","-3","0","""""","9.9"
"-4","-3","0","""""","9.9"
"-3","-3","0","""""","9.9"
"-2","-3","0","""""","9.9"
"-1","-3","0","""""","9.9"
"0","-3","0","""""","9.9"
"1","-3","0","""""","9.9"
"2","-3","0","""""","9.9"
"3","-3","0","""""","9.9"
"4","-3","0","""""","9.9"
"5","-3","0","""""","9.9"
"6","-3","0","""""","9.9"
"7","-3","0","""""","9.9"
"8","-3","0","""""","9.9"
"9","-3","0","""""","9.9"
"10","-3","0","""""","9.9"
"11","-3","0","""""","9.9"
"12","-3","0","""""","9.9"
"13","-3","0","""""","9.9"
"14","-3","0","""""","9.9"
"15","-3","0","""""","9.9"
"16","-3","0","""""","9.9"
"-16","-4","0","""""","9.9"
"-15","-4","0","""""","9.9"
"-14","-4","0","""""","9.9"
"-13","-4","0","""""","9.9"
"-12","-4","0","""""","9.9"
"-11","-4","0","""""","9.9"
"-10","-4","0","""""","9.9"
"-9","-4","0","""""","9.9"
"-8","-4","0","""""","9.9"
"-7","-4","0","""""","9.9"
"-6","-4","0","""""","9.9"
"-5","-4","0","""""","9.9"
"-4","-4","0","""""","9.9"
"-3","-4","0","""""","9.9"
"-2","-4","0","""""","9.9"
"-1","-4","0","""""","9.9"
"0","-4","0","""""","9.9"
"1","-4","0","""""","9.9"
"2","-4","0","""""","9.9"
"3","-4","0","""""","9.9"
"4","-4","0","""""","9.9"
"5","-4","0","""""","9.9"
"6","-4","0","""""","9.9"
"7","-4","0","""""","9.9"
"8","-4","0","""""","9.9"
"9","-4","0","""""","9.9"
"10","-4","0","""""","9.9"
"11","-4","0","""""","9.9"
"12","-4","0","""""","9.9"
"13","-4","0","""""","9.9"
"14","-4","0","""""","9.9"
"15","-4","0","""""","9.9"
"16","-4","0","""""","9.9"
"-16","-5","0","""""","9.9"
"-15","-5","0","""""","9.9"
"-14","-5","0","""""","9.9"
"-13","-5","0","""""","9.9"
"-12","-5","0","""""","9.9"
"-11","-5","0","""""","9.9"
"-10","-5","0","""""","9.9"
"-9","-5","0","""""","9.9"
"-8","-5","0","""""","9.9"
"-7","-5","0","""""","9.9"
"-6","-5","0","""""","9.9"
"-5","-5","0","""""","9.9"
"-4","-5","0","""""","9.9"
"-3","-5","0","""""","9.9"
"-2","-5","0","""""","9.9"
"-1","-5","0","""""","9.9"
"0","-5","0","""""","9.9"
"1","-5","0","""""","9.9"
"2","-5","0","""""","9.9"
"3","-5","0","""""","9.9"
"4","-5","0","""""","9.9"
"5","-5","0","""""","9.9"
"6","-5","0","""""","9.9"
"7","-5","0","""""","9.9"
"8","-5","0","""""","9.9"
"9","-5","0","""""","9.9"
"10","-5","0","""""","9.9"
"11","-5","0","""""","9.9"
"12","-5","0","""""","9.9"
"13","-5","0","""""","9.9"
"14","-5","0","""""","9.9"
"15","-5","0","""""","9.9"
"16","-5","0","""""","9.9"
"-16","-6","0","""""","9.9"
"-15","-6","0","""""","9.9"
"-14","-6","0","""""","9.9"
"-13","-6","0","""""","9.9"
"-12","-6","0","""""","9.9"
"-11","-6","0","""""","9.9"
"-10","-6","0","""""","9.9"
"-9","-6","0","""""","9.9"
"-8","-6","0","""""","9.9"
"-7","-6","0","""""","9.9"
"-6","-6","0","""""","9.9"
"-5","-6","0","""""","9.9"
"-4","-6","0","""""","9.9"
"-3","-6","0","""""","9.9"
"-2","-6","0","""""","9.9"
"-1","-6","0","""""","9.9"
"0","-6","0","""""","9.9"
"1","-6","0","""""","9.9"
"2","-6","0","""""","9.9"
"3","-6","0","""""","9.9"
"4","-6","0","""""","9.9"
"5","-6","0","""""","9.9"
"6","-6","0","""""","9.9"
"7","-6","0","""""","9.9"
"8","-6","0","""""","9.9"
"9","-6","0","""""","9.9"
"10","-6","0","""""","9.9"
"11","-6","0","""""","9.9"
"12","-6","0","""""","9.9"
"13","-6","0","""""","9.9"
"14","-6","0","""""","9.9"
"15","-6","0","""""","9.9"
"16","-6","0","""""","9.9"
"-16","-7","0","""""","9.9"
"-15","-7","0","""""","9.9"
"-14","-7","0","""""","9.9"
"-13","-7","0","""""","9.9"
"-12","-7","0","""""","9.9"
"-11","-7","0","""""","9.9"
"-10","-7","0","""""","9.9"
"-9","-7","0","""""","9.9"
"-8","-7","0","""""","9.9"
"-7","-7","0","""""","9.9"
"-6","-7","0","""""","9.9"
"-5","-7","0","""""","9.9"
"-4","-7","0","""""","9.9"
"-3","-7","0","""""","9.9"
"-2","-7","0","""""","9.9"
"-1","-7","0","""""","9.9"
"0","-7","0","""""","9.9"
"1","-7","0","""""","9.9"
"2","-7","0","""""","9.9"
"3","-7","0","""""","9.9"
"4","-7","0","""""","9.9"
"5","-7","0","""""","9.9"
"6","-7","0","""""","9.9"
"7","-7","0","""""","9.9"
"8","-7","0","""""","9.9"
"9","-7","0","""""","9.9"
"10","-7","0","""""","9.9"
"11","-7","0","""""","9.9"
"12","-7","0","""""","9.9"
"13","-7","0","""""","9.9"
"14","-7","0","""""","9.9"
"15","-7","0","""""","9.9"
"16","-7","0","""""","9.9"
"-16","-8","0","""""","9.9"
"-15","-8","0","""""","9.9"
"-14","-8","0","""""","9.9"
"-13","-8","0","""""","9.9"
"-12","-8","0","""""","9.9"
"-11","-8","0","""""","9.9"
"-10","-8","0","""""","9.9"
"-9","-8","0","""""","9.9"
"-8","-8","0","""""","9.9"
"-7","-8","0","""""","9.9"
"-6","-8","0","""""","9.9"
"-5","-8","0","""""","9.9"
"-4","-8","0","""""","9.9"
"-3","-8","0","""""","9.9"
"-2","-8","0","""""","9.9"
"-1","-8","0","""""","9.9"
"0","-8","0","""""","9.9"
"1","-8","0","""""","9.9"
"2","-8","0","""""","9.9"
"3","-8","0","""""","9.9"
"4","-8","0","""""","9.9"
"5","-8","0","""""","9.9"
"6","-8","0","""""","9.9"
"7","-8","0","""""","9.9"
"8","-8","0","""""","9.9"
"9","-8","0","""""","9.9"
"10","-8","0","""""","9.9"
"11","-8","0","""""","9.9"
"12","-8","0","""""","9.9"
"13","-8","0","""""","9.9"
"14","-8","0","""""","9.9"
"15","-8","0","""""","9.9"
"16","-8","0","""""","9.9"
"-16","-9","0","""""","9.9"
"-15","-9","0","""""","9.9"
"-14","-9","0","""""","9.9"
"-13","-9","0","""""","9.9"
"-12","-9","0","""""","9.9"
"-11","-9","0","""""","9.9"
"-10","-9","0","""""","9.9"
"-9","-9","0","""""","9.9"
"-8","-9","0","""""","9.9"
"-7","-9","0","""""","9.9"
"-6","-9","0","""""","9.9"
"-5","-9","0","""""","9.9"
"-4","-9","0","""""","9.9"
"-3","-9","0","""""","9.9"
"-2","-9","0","""""","9.9"
"-1","-9","0","""""","9.9"
"0","-9","0","""""","9.9"
"1","-9","0","""""","9.9"
"2","-9","0","""""","9.9"
"3","-9","0","""""","9.9"
"4","-9","0","""""","9.9"
"5","-9","0","""""","9.9"
"6","-9","0","""""","9.9"
"7","-9","0","""""","9.9"
"8","-9","0","""""","9.9"
"9","-9","0","""""","9.9"
"10","-9","0","""""","9.9"
"11","-9","0","""""","9.9"
"12","-9","0","""""","9.9"
"13","-9","0","""""","9.9"
"14","-9","0","""""","9.9"
"15","-9","0","""""","9.9"
"16","-9","0","""""","9.9"
"-16","-10","0","""""","9.9"
"-15","-10","0","""""","9.9"
"-14","-10","0","""""","9.9"
"-13","-10","0","""""","9.9"
"-12","-10","0","""""","9.9"
"-11","-10","0","""""","9.9"
"-10","-10","0","""""","9.9"
"-9","-10","0","""""","9.9"
"-8","-10","0","""""","9.9"
"-7","-10","0","""""","9.9"
"-6","-10","0","""""","9.9"
"-5","-10","0","""""","9.9"
"-4","-10","0","""""","9.9"
"-3","-10","0","""""","9.9"
"-2","-10","0","""""","9.9"
"-1","-10","0","""""","9.9"
"0","-10","0","""""","9.9"
"1","-10","0","""""","9.9"
"2","-10","0","""""","9.9"
"3","-10","0","""""","9.9"
"4","-10","0","""""","9.9"
"5","-10","0","""""","9.9"
"6","-10","0","""""","9.9"
"7","-10","0","""""","9.9"
